fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date
a,b,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-02,2025-10-02
006924,前海开源沪港深非周期股票C,1.5716,1.5716,1.5221,1.5221,0.0495,3.25,2025-10-02,2025-10-02
501076,鹏华创新动力混合(LOF),1.8361,1.8361,1.7785,1.7785,0.0576,3.24,2025-10-02,2025-10-02
012454,淳厚鑫悦混合A,1.0693,1.0693,1.0357,1.0357,0.0336,3.24,2025-10-02,2025-10-02
004260,德邦稳盈增长灵活配置混合A,1.0143,1.0143,0.9825,0.9825,0.0318,3.24,2025-10-02,2025-10-02
021793,华泰保兴产业升级混合发起C,1.5673,1.5673,1.5183,1.5183,0.049,3.23,2025-10-02,2025-10-02
021792,华泰保兴产业升级混合发起A,1.5712,1.5712,1.522,1.522,0.0492,3.23,2025-10-02,2025-10-02
018463,德邦稳盈增长灵活配置混合C,1.0027,1.0027,0.9713,0.9713,0.0314,3.23,2025-10-02,2025-10-02
012126,宏利新能源股票A,1.332,1.332,1.2903,1.2903,0.0417,3.23,2025-10-02,2025-10-02
012127,宏利新能源股票C,1.3147,1.3147,1.2736,1.2736,0.0411,3.23,2025-10-02,2025-10-02
011315,永赢港股通优质成长一年混合,1.0517,1.0517,1.0189,1.0189,0.0328,3.22,2025-10-02,2025-10-02
017873,汇添富香港优势精选混合(QDII)C,1.513,1.513,1.466,1.466,0.047,3.21,2025-10-02,2025-10-02
519674,银河创新成长混合A,9.8951,9.8951,9.587,9.587,0.3081,3.21,2025-10-02,2025-10-02
040007,华安中小盘成长混合,3.1592,4.4741,3.0608,4.3757,0.0984,3.21,2025-10-02,2025-10-02
014143,银河创新成长混合C,9.671,9.671,9.37,9.37,0.301,3.21,2025-10-02,2025-10-02
160421,华安智增精选混合,2.1243,2.1243,2.0584,2.0584,0.0659,3.2,2025-10-02,2025-10-02
160221,国泰国证有色金属行业指数(LOF)A,2.0074,1.4104,1.9451,1.3691,0.0623,3.2,2025-10-02,2025-10-02
015596,国泰国证有色金属行业指数(LOF)C,1.9951,1.9951,1.9332,1.9332,0.0619,3.2,2025-10-02,2025-10-02
016069,华商研究精选灵活配置C,3.69,3.69,3.576,3.576,0.114,3.19,2025-10-02,2025-10-02
014539,华安优势精选混合A,0.9742,0.9742,0.9441,0.9441,0.0301,3.19,2025-10-02,2025-10-02
020430,华安景气回报混合发起式A,1.2283,1.2283,1.1905,1.1905,0.0378,3.18,2025-10-02,2025-10-02
110025,易方达资源行业混合,1.848,1.848,1.791,1.791,0.057,3.18,2025-10-02,2025-10-02
016067,鹏华新能源汽车混合A,1.2819,1.2819,1.2424,1.2424,0.0395,3.18,2025-10-02,2025-10-02
014540,华安优势精选混合C,0.9561,0.9561,0.9266,0.9266,0.0295,3.18,2025-10-02,2025-10-02
470888,汇添富香港优势精选混合(QDII)A,1.528,1.678,1.481,1.631,0.047,3.17,2025-10-02,2025-10-02
021594,上银数字经济混合发起式C,1.6653,1.6653,1.6142,1.6142,0.0511,3.17,2025-10-02,2025-10-02
020431,华安景气回报混合发起式C,1.222,1.222,1.1844,1.1844,0.0376,3.17,2025-10-02,2025-10-02
016068,鹏华新能源汽车混合C,1.2577,1.2577,1.219,1.219,0.0387,3.17,2025-10-02,2025-10-02
013176,海富通碳中和混合C,0.7809,0.7809,0.7569,0.7569,0.024,3.17,2025-10-02,2025-10-02
004423,华商研究精选灵活配置A,3.738,3.738,3.623,3.623,0.115,3.17,2025-10-02,2025-10-02
021593,上银数字经济混合发起式A,1.6731,1.6731,1.6218,1.6218,0.0513,3.16,2025-10-02,2025-10-02
013175,海富通碳中和混合A,0.7967,0.7967,0.7723,0.7723,0.0244,3.16,2025-10-02,2025-10-02
320012,诺安主题精选混合,2.982,3.082,2.891,2.991,0.091,3.15,2025-10-02,2025-10-02
004315,前海开源沪港深新硬件C,2.6203,2.6203,2.5403,2.5403,0.08,3.15,2025-10-02,2025-10-02
004314,前海开源沪港深新硬件A,2.1983,2.1983,2.1311,2.1311,0.0672,3.15,2025-10-02,2025-10-02
017651,中航华证商飞高端制造产业指数发起A,0.9976,0.9976,0.9671,0.9671,0.0305,3.15,2025-10-02,2025-10-02
017652,中航华证商飞高端制造产业指数发起C,0.9912,0.9912,0.9609,0.9609,0.0303,3.15,2025-10-02,2025-10-02
290008,泰信发展主题混合,1.476,1.915,1.431,1.87,0.045,3.14,2025-10-02,2025-10-02
011171,宝盈智慧生活混合C,1.4105,1.4105,1.3675,1.3675,0.043,3.14,2025-10-02,2025-10-02
011170,宝盈智慧生活混合A,1.4359,1.4359,1.3922,1.3922,0.0437,3.14,2025-10-02,2025-10-02
013180,广发国证新能源车电池ETF联接C,0.8814,0.8814,0.8546,0.8546,0.0268,3.14,2025-10-02,2025-10-02
022886,鹏华国证有色金属行业ETF发起式联接I,1.6039,1.6039,1.5551,1.5551,0.0488,3.14,2025-10-02,2025-10-02
019224,大成国家安全主题灵活配置混合C,1.645,1.645,1.595,1.595,0.05,3.13,2025-10-02,2025-10-02
290014,泰信现代服务业混合,1.682,1.742,1.631,1.691,0.051,3.13,2025-10-02,2025-10-02
001581,华安沪港深通精选灵活配置混合A,3.162,3.281,3.066,3.185,0.096,3.13,2025-10-02,2025-10-02
021297,鹏华国证有色金属行业ETF发起式联接C,1.5039,1.5039,1.4583,1.4583,0.0456,3.13,2025-10-02,2025-10-02
021296,鹏华国证有色金属行业ETF发起式联接A,1.5077,1.5077,1.4619,1.4619,0.0458,3.13,2025-10-02,2025-10-02
013179,广发国证新能源车电池ETF联接A,0.8885,0.8885,0.8615,0.8615,0.027,3.13,2025-10-02,2025-10-02
001479,中邮风格轮动灵活配置混合,3.106,3.229,3.012,3.135,0.094,3.12,2025-10-02,2025-10-02
000654,华商新锐产业混合,2.217,2.237,2.15,2.17,0.067,3.12,2025-10-02,2025-10-02
024735,永赢港股通科技智选混合发起A,1.2264,1.2264,1.1894,1.1894,0.037,3.11,2025-10-02,2025-10-02
024736,永赢港股通科技智选混合发起C,1.2252,1.2252,1.1883,1.1883,0.0369,3.11,2025-10-02,2025-10-02
016289,华安沪港深通精选灵活配置混合C,3.085,3.085,2.992,2.992,0.093,3.11,2025-10-02,2025-10-02
002567,大成国家安全主题灵活配置混合A,1.659,1.659,1.609,1.609,0.05,3.11,2025-10-02,2025-10-02
024896,泰康资源精选股票发起C,1.2516,1.2516,1.2139,1.2139,0.0377,3.11,2025-10-02,2025-10-02
024895,泰康资源精选股票发起A,1.2523,1.2523,1.2146,1.2146,0.0377,3.1,2025-10-02,2025-10-02
023598,景顺长城中证港股通创新药ETF联接C,1.7121,1.7121,1.6607,1.6607,0.0514,3.1,2025-10-02,2025-10-02
460001,华泰柏瑞盛世中国混合,0.3367,3.6269,0.3266,3.6027,0.0101,3.09,2025-10-02,2025-10-02
023597,景顺长城中证港股通创新药ETF联接A,1.7141,1.7141,1.6627,1.6627,0.0514,3.09,2025-10-02,2025-10-02
015873,工银国证新能源车电池ETF发起式联接A,0.9367,0.9367,0.9086,0.9086,0.0281,3.09,2025-10-02,2025-10-02
015874,工银国证新能源车电池ETF发起式联接C,0.9276,0.9276,0.8998,0.8998,0.0278,3.09,2025-10-02,2025-10-02
010180,华夏科技龙头两年持有混合,0.893,0.893,0.8662,0.8662,0.0268,3.09,2025-10-02,2025-10-02
024170,信澳新能源产业股票C,5.323,5.323,5.164,5.164,0.159,3.08,2025-10-02,2025-10-02
001410,信澳新能源产业股票A,5.328,5.39,5.169,5.231,0.159,3.08,2025-10-02,2025-10-02
004724,先锋聚元灵活配置混合A,1.3748,1.3748,1.3339,1.3339,0.0409,3.07,2025-10-02,2025-10-02
004725,先锋聚元灵活配置混合C,1.3397,1.3397,1.2998,1.2998,0.0399,3.07,2025-10-02,2025-10-02
013941,东吴医疗服务股票C,0.802,0.802,0.7781,0.7781,0.0239,3.07,2025-10-02,2025-10-02
013940,东吴医疗服务股票A,0.8085,0.8085,0.7844,0.7844,0.0241,3.07,2025-10-02,2025-10-02
020265,长城产业优选混合A,1.5571,1.5571,1.5109,1.5109,0.0462,3.06,2025-10-02,2025-10-02
020266,长城产业优选混合C,1.5468,1.5468,1.5009,1.5009,0.0459,3.06,2025-10-02,2025-10-02
008980,中邮科技创新精选混合A,2.1316,2.4485,2.0685,2.3854,0.0631,3.05,2025-10-02,2025-10-02
004936,中航混改精选混合A,0.8476,0.8476,0.8225,0.8225,0.0251,3.05,2025-10-02,2025-10-02
004937,中航混改精选混合C,0.8279,0.8279,0.8034,0.8034,0.0245,3.05,2025-10-02,2025-10-02
018999,万家趋势领先混合A,1.7745,1.7745,1.7222,1.7222,0.0523,3.04,2025-10-02,2025-10-02
011455,长城竞争优势六个月混合A,0.8957,0.8957,0.8693,0.8693,0.0264,3.04,2025-10-02,2025-10-02
008981,中邮科技创新精选混合C,2.0959,2.4102,2.034,2.3483,0.0619,3.04,2025-10-02,2025-10-02
008961,华商科技创新混合,2.1995,2.1995,2.1347,2.1347,0.0648,3.04,2025-10-02,2025-10-02
161915,万家创业板2年定期开放混合C,0.8022,0.8022,0.7786,0.7786,0.0236,3.03,2025-10-02,2025-10-02
161914,万家创业板2年定期开放混合A,0.823,0.823,0.7988,0.7988,0.0242,3.03,2025-10-02,2025-10-02
019000,万家趋势领先混合C,1.763,1.763,1.7111,1.7111,0.0519,3.03,2025-10-02,2025-10-02
011456,长城竞争优势六个月混合C,0.8733,0.8733,0.8476,0.8476,0.0257,3.03,2025-10-02,2025-10-02
024364,华富中证港股通创新药指数型发起式C,1.3256,1.3256,1.2868,1.2868,0.0388,3.02,2025-10-02,2025-10-02
019670,广发港股创新药ETF联接(QDII)A,1.5926,1.5926,1.546,1.546,0.0466,3.01,2025-10-02,2025-10-02
019671,广发港股创新药ETF联接(QDII)C,1.5835,1.5835,1.5372,1.5372,0.0463,3.01,2025-10-02,2025-10-02
021145,银华甄选价值成长混合A,1.3725,1.3725,1.3324,1.3324,0.0401,3.01,2025-10-02,2025-10-02
021146,银华甄选价值成长混合C,1.3663,1.3663,1.3264,1.3264,0.0399,3.01,2025-10-02,2025-10-02
020064,西部利得科技创新混合A,1.596,1.596,1.5494,1.5494,0.0466,3.01,2025-10-02,2025-10-02
018363,东方阿尔法瑞丰混合发起C,1.1691,1.1691,1.1349,1.1349,0.0342,3.01,2025-10-02,2025-10-02
024363,华富中证港股通创新药指数型发起式A,1.3273,1.3273,1.2885,1.2885,0.0388,3.01,2025-10-02,2025-10-02
020065,西部利得科技创新混合C,1.5844,1.5844,1.5382,1.5382,0.0462,3.0,2025-10-02,2025-10-02
018362,东方阿尔法瑞丰混合发起A,1.1793,1.1793,1.1449,1.1449,0.0344,3.0,2025-10-02,2025-10-02
024245,广发上证科创板人工智能ETF发起式联接A,1.4509,1.4509,1.4087,1.4087,0.0422,3.0,2025-10-02,2025-10-02
019897,富国中证沪港深创新药产业ETF发起式联接A,1.2743,1.2743,1.2372,1.2372,0.0371,3.0,2025-10-02,2025-10-02
166301,华商新趋势优选灵活配置混合,13.898,13.898,13.494,13.494,0.404,2.99,2025-10-02,2025-10-02
024246,广发上证科创板人工智能ETF发起式联接C,1.4499,1.4499,1.4078,1.4078,0.0421,2.99,2025-10-02,2025-10-02
021759,中欧中证港股通创新药指数发起A,1.8785,1.8785,1.824,1.824,0.0545,2.99,2025-10-02,2025-10-02
021760,中欧中证港股通创新药指数发起C,1.7023,1.7023,1.6529,1.6529,0.0494,2.99,2025-10-02,2025-10-02
019898,富国中证沪港深创新药产业ETF发起式联接C,1.2694,1.2694,1.2325,1.2325,0.0369,2.99,2025-10-02,2025-10-02
017037,嘉实低碳精选混合发起式C,0.8824,0.8824,0.8569,0.8569,0.0255,2.98,2025-10-02,2025-10-02
024701,嘉实中证港股通创新药ETF发起联接C,1.0045,1.0045,0.9754,0.9754,0.0291,2.98,2025-10-02,2025-10-02
024700,嘉实中证港股通创新药ETF发起联接A,1.0047,1.0047,0.9756,0.9756,0.0291,2.98,2025-10-02,2025-10-02
024409,鑫元科创AI指数发起式A,1.2475,1.2475,1.2114,1.2114,0.0361,2.98,2025-10-02,2025-10-02
018380,万家国证新能源车电池指数发起式C,1.2766,1.2766,1.2397,1.2397,0.0369,2.98,2025-10-02,2025-10-02
017036,嘉实低碳精选混合发起式A,0.891,0.891,0.8653,0.8653,0.0257,2.97,2025-10-02,2025-10-02
014313,鹏华创新增长一年持有期混合A,1.8022,1.8022,1.7503,1.7503,0.0519,2.97,2025-10-02,2025-10-02
011948,东吴智慧医疗量化混合C,0.972,0.972,0.944,0.944,0.028,2.97,2025-10-02,2025-10-02
008178,同泰慧盈混合A,1.1545,1.1545,1.1212,1.1212,0.0333,2.97,2025-10-02,2025-10-02
008179,同泰慧盈混合C,1.1276,1.1276,1.0951,1.0951,0.0325,2.97,2025-10-02,2025-10-02
002919,东吴智慧医疗量化混合A,0.9895,0.9895,0.961,0.961,0.0285,2.97,2025-10-02,2025-10-02
024774,永赢上证科创板人工智能指数发起A,1.2686,1.2686,1.232,1.232,0.0366,2.97,2025-10-02,2025-10-02
024775,永赢上证科创板人工智能指数发起C,1.2683,1.2683,1.2317,1.2317,0.0366,2.97,2025-10-02,2025-10-02
024410,鑫元科创AI指数发起式C,1.247,1.247,1.211,1.211,0.036,2.97,2025-10-02,2025-10-02
022350,嘉实中证全指集成电路ETF发起联接A,1.5366,1.5366,1.4923,1.4923,0.0443,2.97,2025-10-02,2025-10-02
023481,万家中证港股通创新药ETF发起式联接A,1.6449,1.6449,1.5974,1.5974,0.0475,2.97,2025-10-02,2025-10-02
018379,万家国证新能源车电池指数发起式A,1.281,1.281,1.244,1.244,0.037,2.97,2025-10-02,2025-10-02
023397,尚正研究睿选混合发起A,1.4459,1.4459,1.4043,1.4043,0.0416,2.96,2025-10-02,2025-10-02
023398,尚正研究睿选混合发起C,1.4406,1.4406,1.3992,1.3992,0.0414,2.96,2025-10-02,2025-10-02
014314,鹏华创新增长一年持有期混合C,1.7551,1.7551,1.7046,1.7046,0.0505,2.96,2025-10-02,2025-10-02
011113,富国军工主题混合C,1.5635,1.5635,1.5185,1.5185,0.045,2.96,2025-10-02,2025-10-02
005609,富国军工主题混合A,1.6084,1.6084,1.5621,1.5621,0.0463,2.96,2025-10-02,2025-10-02
024776,永赢上证科创板人工智能指数发起E,1.2684,1.2684,1.2319,1.2319,0.0365,2.96,2025-10-02,2025-10-02
024561,华宝上证科创板人工智能ETF发起式联接C,1.4964,1.4964,1.4534,1.4534,0.043,2.96,2025-10-02,2025-10-02
024560,华宝上证科创板人工智能ETF发起式联接A,1.4974,1.4974,1.4543,1.4543,0.0431,2.96,2025-10-02,2025-10-02
022351,嘉实中证全指集成电路ETF发起联接C,1.5355,1.5355,1.4913,1.4913,0.0442,2.96,2025-10-02,2025-10-02
023482,万家中证港股通创新药ETF发起式联接C,1.6426,1.6426,1.5953,1.5953,0.0473,2.96,2025-10-02,2025-10-02
010383,宝盈基础产业混合A,1.5646,1.5646,1.5198,1.5198,0.0448,2.95,2025-10-02,2025-10-02
023565,易方达科创人工智能ETF联接C,1.4458,1.4458,1.4044,1.4044,0.0414,2.95,2025-10-02,2025-10-02
023564,易方达科创人工智能ETF联接A,1.4476,1.4476,1.4061,1.4061,0.0415,2.95,2025-10-02,2025-10-02
020227,国泰中证全指集成电路ETF发起联接C,1.8303,1.8303,1.7779,1.7779,0.0524,2.95,2025-10-02,2025-10-02
020226,国泰中证全指集成电路ETF发起联接A,1.8371,1.8371,1.7845,1.7845,0.0526,2.95,2025-10-02,2025-10-02
013048,富国中证新能源汽车指数(LOF)C,1.186,1.186,1.152,1.152,0.034,2.95,2025-10-02,2025-10-02
519183,万家双引擎灵活配置混合A,2.8821,4.0221,2.7999,3.9399,0.0822,2.94,2025-10-02,2025-10-02
010384,宝盈基础产业混合C,1.5277,1.5277,1.4841,1.4841,0.0436,2.94,2025-10-02,2025-10-02
020199,万家双引擎灵活配置混合C,2.8624,2.8624,2.7808,2.7808,0.0816,2.93,2025-10-02,2025-10-02
012608,信澳领先智选混合,0.9568,0.9568,0.9296,0.9296,0.0272,2.93,2025-10-02,2025-10-02
011068,华宝资源优选混合C,4.602,4.602,4.471,4.471,0.131,2.93,2025-10-02,2025-10-02
011512,天弘中证新能源车A,1.248,1.248,1.2125,1.2125,0.0355,2.93,2025-10-02,2025-10-02
011513,天弘中证新能源车C,1.2369,1.2369,1.2017,1.2017,0.0352,2.93,2025-10-02,2025-10-02
001166,建信环保产业股票A,1.229,1.229,1.194,1.194,0.035,2.93,2025-10-02,2025-10-02
240022,华宝资源优选混合A,4.686,4.795,4.553,4.662,0.133,2.92,2025-10-02,2025-10-02
020722,国寿安保数字经济股票发起式A,1.6724,1.6724,1.625,1.625,0.0474,2.92,2025-10-02,2025-10-02
013195,招商中证新能源汽车指数A,0.828,0.828,0.8045,0.8045,0.0235,2.92,2025-10-02,2025-10-02
010806,东财新能源车C,1.2658,1.2658,1.2299,1.2299,0.0359,2.92,2025-10-02,2025-10-02
003243,摩根中国世纪混合(QDII)人民币,1.9579,1.9579,1.9026,1.9026,0.0553,2.91,2025-10-02,2025-10-02
017877,汇添富新能源精选混合发起式C,1.0881,1.0881,1.0573,1.0573,0.0308,2.91,2025-10-02,2025-10-02
024764,富国上证科创板人工智能ETF发起式联接C,1.3246,1.3246,1.2872,1.2872,0.0374,2.91,2025-10-02,2025-10-02
024763,富国上证科创板人工智能ETF发起式联接A,1.3251,1.3251,1.2876,1.2876,0.0375,2.91,2025-10-02,2025-10-02
020723,国寿安保数字经济股票发起式C,1.6603,1.6603,1.6133,1.6133,0.047,2.91,2025-10-02,2025-10-02
013196,招商中证新能源汽车指数C,0.8145,0.8145,0.7915,0.7915,0.023,2.91,2025-10-02,2025-10-02
012544,嘉实中证新能源汽车指数C,0.782,0.782,0.7599,0.7599,0.0221,2.91,2025-10-02,2025-10-02
010805,东财新能源车A,1.2902,1.2902,1.2537,1.2537,0.0365,2.91,2025-10-02,2025-10-02
017876,汇添富新能源精选混合发起式A,1.1053,1.1053,1.0741,1.0741,0.0312,2.9,2025-10-02,2025-10-02
016340,银河价值成长混合A,1.1111,1.1111,1.0798,1.0798,0.0313,2.9,2025-10-02,2025-10-02
014954,信澳研究优选混合C,1.3187,1.5104,1.2815,1.4732,0.0372,2.9,2025-10-02,2025-10-02
014255,信澳智远三年持有期混合C,1.052,1.052,1.0224,1.0224,0.0296,2.9,2025-10-02,2025-10-02
014254,信澳智远三年持有期混合A,1.0676,1.0676,1.0375,1.0375,0.0301,2.9,2025-10-02,2025-10-02
009511,信澳研究优选混合A,1.3472,1.5397,1.3092,1.5017,0.038,2.9,2025-10-02,2025-10-02
007811,淳厚信泽混合A,2.4046,2.4046,2.3368,2.3368,0.0678,2.9,2025-10-02,2025-10-02
007850,方正富邦天睿混合A,1.4439,1.7609,1.4032,1.7202,0.0407,2.9,2025-10-02,2025-10-02
007851,方正富邦天睿混合C,1.3998,1.7098,1.3604,1.6704,0.0394,2.9,2025-10-02,2025-10-02
007812,淳厚信泽混合C,2.334,2.334,2.2682,2.2682,0.0658,2.9,2025-10-02,2025-10-02
019091,博时中证新能源汽车ETF发起式联接C,1.5886,1.5886,1.5439,1.5439,0.0447,2.9,2025-10-02,2025-10-02
019090,博时中证新能源汽车ETF发起式联接A,1.5972,1.5972,1.5522,1.5522,0.045,2.9,2025-10-02,2025-10-02
320022,诺安研究精选股票,2.239,3.89,2.176,3.78,0.063,2.9,2025-10-02,2025-10-02
014118,国泰创新药ETF联接C,0.9041,0.9041,0.8786,0.8786,0.0255,2.9,2025-10-02,2025-10-02
012543,嘉实中证新能源汽车指数A,0.7901,0.7901,0.7678,0.7678,0.0223,2.9,2025-10-02,2025-10-02
024396,东兴产业升级混合发起A,1.0886,1.0886,1.058,1.058,0.0306,2.89,2025-10-02,2025-10-02
021712,南方周期优选混合发起C,1.4229,1.4229,1.383,1.383,0.0399,2.89,2025-10-02,2025-10-02
021711,南方周期优选混合发起A,1.4319,1.4319,1.3917,1.3917,0.0402,2.89,2025-10-02,2025-10-02
016341,银河价值成长混合C,1.0917,1.0917,1.061,1.061,0.0307,2.89,2025-10-02,2025-10-02
501057,汇添富中证新能源汽车产业指数(LOF)A,2.5417,2.5417,2.4702,2.4702,0.0715,2.89,2025-10-02,2025-10-02
501058,汇添富中证新能源汽车产业指数(LOF)C,2.4926,2.4926,2.4225,2.4225,0.0701,2.89,2025-10-02,2025-10-02
014117,国泰创新药ETF联接A,0.9146,0.9146,0.8889,0.8889,0.0257,2.89,2025-10-02,2025-10-02
024397,东兴产业升级混合发起C,1.0881,1.0881,1.0576,1.0576,0.0305,2.88,2025-10-02,2025-10-02
019116,东财卓越成长C,1.5377,1.5377,1.4947,1.4947,0.043,2.88,2025-10-02,2025-10-02
019115,东财卓越成长A,1.561,1.561,1.5173,1.5173,0.0437,2.88,2025-10-02,2025-10-02
017761,银河智联混合C,3.354,3.354,3.26,3.26,0.094,2.88,2025-10-02,2025-10-02
012211,申万菱信智能汽车股票C,0.862,0.862,0.8379,0.8379,0.0241,2.88,2025-10-02,2025-10-02
009067,国泰中证新能源汽车ETF联接A,2.3541,2.3541,2.2883,2.2883,0.0658,2.88,2025-10-02,2025-10-02
007304,京管泰富优势混合C,1.3663,1.3763,1.3282,1.3382,0.0381,2.87,2025-10-02,2025-10-02
007303,京管泰富优势混合A,1.3767,1.3867,1.3383,1.3483,0.0384,2.87,2025-10-02,2025-10-02
519644,银河智联混合A,3.407,3.407,3.312,3.312,0.095,2.87,2025-10-02,2025-10-02
023552,银华上证科创板人工智能ETF发起式联接I,1.2962,1.2962,1.26,1.26,0.0362,2.87,2025-10-02,2025-10-02
023551,银华上证科创板人工智能ETF发起式联接C,1.2955,1.2955,1.2594,1.2594,0.0361,2.87,2025-10-02,2025-10-02
023550,银华上证科创板人工智能ETF发起式联接A,1.2969,1.2969,1.2607,1.2607,0.0362,2.87,2025-10-02,2025-10-02
022482,国泰中证新能源汽车ETF联接E,2.3489,2.3489,2.2833,2.2833,0.0656,2.87,2025-10-02,2025-10-02
013320,华安中证新能源汽车ETF发起式联接C,0.7324,0.7324,0.712,0.712,0.0204,2.87,2025-10-02,2025-10-02
013319,华安中证新能源汽车ETF发起式联接A,0.7382,0.7382,0.7176,0.7176,0.0206,2.87,2025-10-02,2025-10-02
012699,平安中证新能车ETF联接C,0.8748,0.8748,0.8504,0.8504,0.0244,2.87,2025-10-02,2025-10-02
012698,平安中证新能车ETF联接A,0.8898,0.8898,0.865,0.865,0.0248,2.87,2025-10-02,2025-10-02
012210,申万菱信智能汽车股票A,0.877,0.877,0.8525,0.8525,0.0245,2.87,2025-10-02,2025-10-02
009068,国泰中证新能源汽车ETF联接C,2.3159,2.3159,2.2513,2.2513,0.0646,2.87,2025-10-02,2025-10-02
022093,华商研究驱动混合C,1.4321,1.4321,1.3923,1.3923,0.0398,2.86,2025-10-02,2025-10-02
022092,华商研究驱动混合A,1.4369,1.4369,1.397,1.397,0.0399,2.86,2025-10-02,2025-10-02
003890,汇安丰泽混合C,2.6799,3.2299,2.6054,3.1554,0.0745,2.86,2025-10-02,2025-10-02
003889,汇安丰泽混合A,2.7325,3.3125,2.6566,3.2366,0.0759,2.86,2025-10-02,2025-10-02
001998,工银新焦点混合C,2.9397,2.9397,2.858,2.858,0.0817,2.86,2025-10-02,2025-10-02
001715,工银新焦点混合A,3.1046,3.1046,3.0183,3.0183,0.0863,2.86,2025-10-02,2025-10-02
024504,平安中证新能车ETF联接E,0.8898,0.8898,0.8651,0.8651,0.0247,2.86,2025-10-02,2025-10-02
020682,建信环保产业股票C,1.224,1.224,1.19,1.19,0.034,2.86,2025-10-02,2025-10-02
002168,嘉实智能汽车股票,3.242,3.242,3.152,3.152,0.09,2.86,2025-10-02,2025-10-02
